id,cue_words,difficulty_lvl,category_name
PA_133,Shakespeare,Medium,Famous Personality - Global
PA_134,Obama,Medium,Famous Personality - Global
PA_135,Elon Musk,Hard,Famous Personality - Global
PA_136,Beyonce,Hard,Famous Personality - Global
PA_137,Mandela,Hard,Famous Personality - Global
PA_138,Beethoven,Hard,Famous Personality - Global
PA_139,Jobs,Hard,Famous Personality - Global
PA_140,Picasso,Hard,Famous Personality - Global
PA_141,Deepika Padukone,Easy,Famous Personality - Indian
PA_142,Dhoni,Easy,Famous Personality - Indian
PA_143,Lata Mangeshkar,Medium,Famous Personality - Indian
PA_144,Kamal Haasan,Medium,Famous Personality - Indian
PA_145,Ambedkar,Medium,Famous Personality - Indian
PA_146,Rajinikanth,Medium,Famous Personality - Indian
PA_147,Virat Kohli,Medium,Famous Personality - Indian
PA_148,Vivekananda,Medium,Famous Personality - Indian
PA_149,Indira Gandhi,Medium,Famous Personality - Indian
PA_150,Prabhas,Medium,Famous Personality - Indian
PA_151,Ratan Tata,Medium,Famous Personality - Indian
PA_152,Sundar Pichai,Medium,Famous Personality - Indian
PA_153,Sachin Tendulkar,Medium,Famous Personality - Indian
PA_154,Tagore,Medium,Famous Personality - Indian
PA_155,Kalam,Hard,Famous Personality - Indian
PA_156,Amitabh Bachchan,Hard,Famous Personality - Indian
PA_157,Nehru,Hard,Famous Personality - Indian
PA_158,Shahrukh Khan,Hard,Famous Personality - Indian
PA_159,Modi,Hard,Famous Personality - Indian
PA_160,A R Rahman,Hard,Famous Personality - Indian
PA_161,Suit,Easy,Fashion
PA_162,Jacket,Easy,Fashion
PA_163,Earrings,Medium,Fashion
PA_164,Heels,Medium,Fashion
PA_165,Scarf,Medium,Fashion
PA_166,Skirt,Medium,Fashion
PA_167,Tie,Medium,Fashion
PA_168,Boots,Medium,Fashion
PA_169,Cap,Medium,Fashion
PA_170,Blazer,Medium,Fashion
PA_171,Gloves,Medium,Fashion
PA_172,Necklace,Medium,Fashion
PA_173,Dress,Medium,Fashion
PA_174,Saree,Medium,Fashion
PA_175,Watch,Hard,Fashion
PA_176,Blouse,Hard,Fashion
PA_177,Belt,Hard,Fashion
PA_178,Hat,Hard,Fashion
PA_179,Shoes,Hard,Fashion
PA_180,Jeans,Hard,Fashion
PA_181,Jurassic Park,Easy,Movie names
PA_182,Titanic,Easy,Movie names
PA_183,Matrix,Medium,Movie names
PA_184,Inception,Medium,Movie names
PA_185,Star Wars,Medium,Movie names
PA_186,Frozen,Medium,Movie names
PA_187,Avengers,Medium,Movie names
PA_188,ET,Medium,Movie names
PA_189,Casablanca,Medium,Movie names
PA_190,Rocky,Medium,Movie names
PA_191,Gladiator,Medium,Movie names
PA_192,Interstellar,Medium,Movie names
PA_193,Harry Potter,Medium,Movie names
PA_194,Toy Story,Medium,Movie names
PA_195,Joker,Hard,Movie names
PA_196,Lion King,Hard,Movie names
PA_197,Avatar,Hard,Movie names
PA_198,Psycho,Hard,Movie names
PA_199,Godfather,Hard,Movie names
PA_200,Jaws,Hard,Movie names
PA_201,Notebook,Easy,Back to school
PA_202,Chalk,Easy,Back to school
PA_203,Lunchbox,Medium,Back to school
PA_204,Pencil,Medium,Back to school
PA_205,Uniform,Medium,Back to school
PA_206,Bag,Medium,Back to school
PA_207,Ruler,Medium,Back to school
PA_208,Desk,Medium,Back to school
PA_209,Bell,Medium,Back to school
PA_210,Lab,Medium,Back to school
PA_211,Playground,Medium,Back to school
PA_212,Eraser,Medium,Back to school
PA_213,Exam,Hard,Back to school
PA_214,Blackboard,Hard,Back to school
PA_215,Library,Hard,Back to school
PA_216,Airplane,Easy,Travel/Transport
PA_217,Metro,Easy,Travel/Transport
PA_218,Engine,Medium,Travel/Transport
PA_219,Car,Medium,Travel/Transport
PA_220,Cruise,Medium,Travel/Transport
PA_221,Bicycle,Medium,Travel/Transport
PA_222,Highway,Medium,Travel/Transport
PA_223,Luggage,Medium,Travel/Transport
PA_224,Museum,Hard,Travel/Transport
PA_225,Security,Medium,Travel/Transport
PA_226,Train,Medium,Travel/Transport
PA_227,Map,Medium,Travel/Transport
PA_228,Bus,Medium,Travel/Transport
PA_229,Compass,Medium,Travel/Transport
PA_230,Subway,Hard,Travel/Transport
PA_231,Passport,Hard,Travel/Transport
PA_232,Petrol,Hard,Travel/Transport
PA_233,Ticket,Hard,Travel/Transport
PA_234,Taxi,Hard,Travel/Transport
PA_235,Suitcase,Hard,Travel/Transport
PA_236,Lawyer,Easy,Jobs/Occupations
PA_237,Driver,Easy,Jobs/Occupations
PA_238,Farmer,Medium,Jobs/Occupations
PA_239,Scientist,Medium,Jobs/Occupations
PA_240,Architect,Medium,Jobs/Occupations
PA_241,Police,Medium,Jobs/Occupations
PA_242,Doctor,Medium,Jobs/Occupations
PA_243,Actor,Medium,Jobs/Occupations
PA_244,Nurse,Medium,Jobs/Occupations
PA_245,Firefighter,Medium,Jobs/Occupations
PA_246,Teacher,Medium,Jobs/Occupations
PA_247,Engineer,Medium,Jobs/Occupations
PA_248,Pilot,Hard,Jobs/Occupations
PA_249,Chef,Hard,Jobs/Occupations
PA_250,Artist,Hard,Jobs/Occupations
PA_251,Cousin,Easy,Relationships
PA_252,Uncle,Easy,Relationships
PA_253,Mother,Medium,Relationships
PA_254,Sister,Medium,Relationships
PA_255,Brother,Medium,Relationships
PA_256,Father,Medium,Relationships
PA_257,Spouse,Medium,Relationships
PA_258,Grandfather,Medium,Relationships
PA_259,Niece,Hard,Relationships
PA_260,Aunt,Hard,Relationships
PA_261,Spaceship,Easy,General words
PA_262,Unicorn,Easy,General words
PA_263,Candle,Easy,General words
PA_264,Puzzle,Easy,General words
PA_265,Tiara,Medium,General words
PA_266,Garden,Medium,General words
PA_267,Helmet,Medium,General words
PA_268,Ladder,Medium,General words
PA_269,Zombie,Medium,General words
PA_270,Anchor,Medium,General words
PA_271,Dragon,Medium,General words
PA_272,Lantern,Medium,General words
PA_273,Bubble,Medium,General words
PA_274,Pet,Medium,General words
PA_275,Ship,Medium,General words
PA_276,Island,Medium,General words
PA_277,Robot,Medium,General words
PA_278,Toothbrush,Medium,General words
PA_279,Bridge,Medium,General words
PA_280,Treasure Chest,Medium,General words
PA_281,Jupiter,Medium,General words
PA_282,Crown,Medium,General words
PA_283,Shutter,Medium,General words
PA_284,Rocket,Medium,General words
PA_285,Mirror,Medium,General words
PA_286,Sword,Medium,General words
PA_287,Balloon,Medium,General words
PA_288,Whistle,Medium,General words
PA_289,Circus,Medium,General words
PA_290,Book,Medium,General words
PA_291,Mattress,Hard,General words
PA_292,Quilt,Hard,General words
PA_293,Dinosaur,Hard,General words
PA_294,Castle,Hard,General words
PA_295,King,Hard,General words
PA_296,Zipper,Hard,General words
PA_297,Magnet,Hard,General words
PA_298,Treasure,Hard,General words
PA_299,Clock,Hard,General words
PA_300,Cactus,Hard,General words
